,Mut_num,#,Profiled Samples,Freq,Is Cancer Gene (source: OncoKB)
GPR75-ASB3,4,4,500,0.01,No
TMED7-TICAM2,4,4,500,0.01,No
ZBED6,5,4,500,0.01,No
CASP12,4,4,500,0.01,No
RNF212B,4,4,500,0.01,No
KRTAP29-1,4,4,500,0.01,No
NAT1,3,3,500,0.01,No
ABL2,3,3,500,0.01,Yes
ACADL,3,3,500,0.01,No
ACADSB,3,3,500,0.01,No
ACADVL,3,3,500,0.01,No
ASIC1,3,3,500,0.01,No
ACHE,3,3,500,0.01,No
ACO1,3,3,500,0.01,No
ACR,3,3,500,0.01,No
ACP1,3,3,500,0.01,No
ACP5,3,3,500,0.01,No
ACPP,3,3,500,0.01,No
ACTG2,3,3,500,0.01,No
ADH4,3,3,500,0.01,No
ADH5,4,3,500,0.01,No
ADRA2C,3,3,500,0.01,No
GRK3,3,3,500,0.01,No
ADSL,3,3,500,0.01,No
AP2B1,3,3,500,0.01,No
AFM,3,3,500,0.01,No
AHR,3,3,500,0.01,No
AKT2,3,3,500,0.01,Yes
ALDOC,3,3,500,0.01,No
ALOX12,3,3,500,0.01,No
ALOX12B,4,3,500,0.01,Yes
ALOX15B,3,3,500,0.01,No
ALPL,3,3,500,0.01,No
AMH,3,3,500,0.01,No
BIN1,3,3,500,0.01,No
ANG,4,3,500,0.01,No
ANXA2,3,3,500,0.01,No
ANXA3,3,3,500,0.01,No
ANXA4,3,3,500,0.01,No
APLP1,4,3,500,0.01,No
APLP2,3,3,500,0.01,No
APOA2,3,3,500,0.01,No
APOBEC1,3,3,500,0.01,No
FAS,3,3,500,0.01,Yes
AQP2,3,3,500,0.01,No
AQP3,3,3,500,0.01,No
AQP4,3,3,500,0.01,No
ARAF,3,3,500,0.01,Yes
RHOB,3,3,500,0.01,No
RHOC,3,3,500,0.01,No
ARHGAP1,3,3,500,0.01,No
ARRB1,3,3,500,0.01,No
ARSB,3,3,500,0.01,No
ARSD,3,3,500,0.01,No
ART3,3,3,500,0.01,No
ASGR2,3,3,500,0.01,No
ASNA1,3,3,500,0.01,No
ATP5F1C,3,3,500,0.01,No
AZGP1,3,3,500,0.01,No
AZU1,3,3,500,0.01,No
BAK1,3,3,500,0.01,No
CCND1,3,3,500,0.01,Yes
BCL2A1,3,3,500,0.01,No
BCS1L,3,3,500,0.01,No
BDH1,4,3,500,0.01,No
BMP2,3,3,500,0.01,No
BMP4,3,3,500,0.01,No
BNIP3,3,3,500,0.01,No
FOXL2,4,3,500,0.01,Yes
BPHL,3,3,500,0.01,No
ZFP36L1,5,3,500,0.01,Yes
BST1,3,3,500,0.01,No
BST2,3,3,500,0.01,No
KLF9,3,3,500,0.01,No
BTG1,3,3,500,0.01,Yes
BTN1A1,4,3,500,0.01,No
BUB1,3,3,500,0.01,No
C1QA,3,3,500,0.01,No
C1R,4,3,500,0.01,No
C4BPB,3,3,500,0.01,No
VPS51,3,3,500,0.01,No
CA1,3,3,500,0.01,No
CA8,3,3,500,0.01,No
CACNB1,3,3,500,0.01,No
CACNG1,3,3,500,0.01,No
CALR,3,3,500,0.01,Yes
CAMK2G,4,3,500,0.01,No
CAPZA2,3,3,500,0.01,No
CARS,3,3,500,0.01,Yes
CASP9,3,3,500,0.01,No
CBFB,3,3,500,0.01,Yes
CBS,3,3,500,0.01,No
CCK,3,3,500,0.01,No
CCKAR,3,3,500,0.01,No
CCT6A,3,3,500,0.01,No
CD27,4,3,500,0.01,No
CD40,3,3,500,0.01,No
CD40LG,4,3,500,0.01,No
CD48,3,3,500,0.01,No
CD53,3,3,500,0.01,No
CD63,5,3,500,0.01,No
CD74,4,3,500,0.01,Yes
CD81,3,3,500,0.01,No
CDK5,3,3,500,0.01,No
CDK7,3,3,500,0.01,No
CDKN1A,3,3,500,0.01,Yes
CDR1,3,3,500,0.01,No
CES1,3,3,500,0.01,No
CFL1,3,3,500,0.01,No
CEACAM7,3,3,500,0.01,No
RCBTB2,3,3,500,0.01,No
CHI3L2,3,3,500,0.01,No
CHKA,3,3,500,0.01,No
CHKB,3,3,500,0.01,No
CHRM1,3,3,500,0.01,No
CHRNE,3,3,500,0.01,No
AP3S1,3,3,500,0.01,No
CLK2,3,3,500,0.01,No
CLK3,3,3,500,0.01,No
CLN5,3,3,500,0.01,No
CMA1,3,3,500,0.01,No
CCR7,3,3,500,0.01,No
CCR8,3,3,500,0.01,No
PLK3,3,3,500,0.01,No
CNTFR,4,3,500,0.01,No
COL10A1,3,3,500,0.01,No
CORT,3,3,500,0.01,No
CPA3,3,3,500,0.01,No
CPM,3,3,500,0.01,No
CPN1,3,3,500,0.01,No
CRP,3,3,500,0.01,No
CRYBB2,3,3,500,0.01,No
CRYGC,3,3,500,0.01,No
MAPK14,3,3,500,0.01,No
CSH2,3,3,500,0.01,No
CSNK1A1,3,3,500,0.01,No
CSNK1G2,3,3,500,0.01,No
CSNK2A1,3,3,500,0.01,No
CSNK2A2,3,3,500,0.01,No
CSRP1,3,3,500,0.01,No
CST1,3,3,500,0.01,No
CSTF1,3,3,500,0.01,No
CSTF2,3,3,500,0.01,No
CSTF3,4,3,500,0.01,No
CTH,3,3,500,0.01,No
CTSO,3,3,500,0.01,No
CTSZ,3,3,500,0.01,No
CYBB,4,3,500,0.01,No
CYP1A1,3,3,500,0.01,No
CYP2B6,3,3,500,0.01,No
CYP2C8,3,3,500,0.01,No
CYP2C18,3,3,500,0.01,No
CYP8B1,3,3,500,0.01,No
CYP17A1,3,3,500,0.01,Yes
CYP27A1,3,3,500,0.01,No
DGKA,3,3,500,0.01,No
DARS,3,3,500,0.01,No
DBT,3,3,500,0.01,No
COCH,3,3,500,0.01,No
DLX2,4,3,500,0.01,No
DMP1,3,3,500,0.01,No
DNA2,3,3,500,0.01,No
DNMT3B,3,3,500,0.01,Yes
DPH1,3,3,500,0.01,No
DRD3,3,3,500,0.01,No
ARID3A,3,3,500,0.01,Yes
ECM2,3,3,500,0.01,No
DUSP1,3,3,500,0.01,No
E2F2,3,3,500,0.01,No
E4F1,3,3,500,0.01,No
TYMP,3,3,500,0.01,No
EDA,3,3,500,0.01,No
LPAR1,4,3,500,0.01,No
EEF1A2,3,3,500,0.01,No
EEF1D,3,3,500,0.01,No
MEGF9,3,3,500,0.01,No
EGR2,4,3,500,0.01,No
EGR3,3,3,500,0.01,No
EIF1AX,3,3,500,0.01,Yes
EIF2S3,4,3,500,0.01,No
EIF4A1,3,3,500,0.01,No
EIF4G2,4,3,500,0.01,No
EIF5A,3,3,500,0.01,No
ELAVL2,3,3,500,0.01,No
ELAVL1,3,3,500,0.01,No
ELAVL4,3,3,500,0.01,No
EN1,3,3,500,0.01,No
EN2,3,3,500,0.01,No
ENO3,3,3,500,0.01,No
EPB41,3,3,500,0.01,No
EPHB4,3,3,500,0.01,Yes
EPS8,3,3,500,0.01,No
EPS15,3,3,500,0.01,Yes
ETFDH,3,3,500,0.01,No
ETV4,3,3,500,0.01,Yes
EXT2,4,3,500,0.01,Yes
EYA3,3,3,500,0.01,No
F2RL1,3,3,500,0.01,No
ACSL1,3,3,500,0.01,No
ACSL4,3,3,500,0.01,No
FAH,3,3,500,0.01,No
FANCB,3,3,500,0.01,No
FANCG,3,3,500,0.01,Yes
EFEMP1,3,3,500,0.01,No
FBP1,3,3,500,0.01,No
FCER2,3,3,500,0.01,No
FGB,3,3,500,0.01,No
FGD1,4,3,500,0.01,No
FGF3,3,3,500,0.01,Yes
FOXF2,3,3,500,0.01,No
FOXL1,3,3,500,0.01,No
FOXJ1,3,3,500,0.01,No
FLI1,3,3,500,0.01,Yes
FMO5,4,3,500,0.01,No
FNTB,3,3,500,0.01,No
FPR1,3,3,500,0.01,No
FRZB,3,3,500,0.01,No
FUS,3,3,500,0.01,Yes
FUT3,3,3,500,0.01,No
FUT5,3,3,500,0.01,No
FYN,3,3,500,0.01,Yes
GABRA5,4,3,500,0.01,No
GALNT1,8,3,500,0.01,No
GATA1,3,3,500,0.01,Yes
GATM,3,3,500,0.01,No
GBP2,3,3,500,0.01,No
GBX2,3,3,500,0.01,No
GCKR,3,3,500,0.01,No
GCNT1,3,3,500,0.01,No
GDI1,3,3,500,0.01,No
GDI2,3,3,500,0.01,No
GFAP,3,3,500,0.01,No
GFI1,3,3,500,0.01,No
GGT7,3,3,500,0.01,No
GGT5,3,3,500,0.01,No
CBLIF,3,3,500,0.01,No
GIPR,4,3,500,0.01,No
GJA5,3,3,500,0.01,No
GJB5,3,3,500,0.01,No
GLRA1,3,3,500,0.01,No
GNA12,3,3,500,0.01,Yes
GNAZ,3,3,500,0.01,No
GNG11,3,3,500,0.01,No
GNL1,3,3,500,0.01,No
GNS,3,3,500,0.01,No
GPC1,3,3,500,0.01,No
GPI,3,3,500,0.01,No
GPR3,3,3,500,0.01,No
GPR22,3,3,500,0.01,No
GPR34,4,3,500,0.01,No
GRK6,4,3,500,0.01,No
GPS2,3,3,500,0.01,Yes
GPX5,3,3,500,0.01,No
GRB2,3,3,500,0.01,No
GRB10,3,3,500,0.01,No
GRN,4,3,500,0.01,No
GRSF1,3,3,500,0.01,No
GSK3B,3,3,500,0.01,Yes
GSTA3,3,3,500,0.01,No
GSTM3,3,3,500,0.01,No
GSTM5,3,3,500,0.01,No
GTF2I,3,3,500,0.01,Yes
GUCA1B,3,3,500,0.01,No
GYS2,3,3,500,0.01,No
GZMM,3,3,500,0.01,No
HIST1H1D,3,3,500,0.01,Yes
H3F3B,4,3,500,0.01,Yes
HABP2,3,3,500,0.01,No
HADH,3,3,500,0.01,No
HAL,3,3,500,0.01,No
HBD,3,3,500,0.01,No
HCCS,3,3,500,0.01,No
HCRTR2,4,3,500,0.01,No
HDAC2,3,3,500,0.01,No
HFE,3,3,500,0.01,No
CFHR1,3,3,500,0.01,No
HLCS,3,3,500,0.01,No
HMOX1,3,3,500,0.01,No
HMOX2,3,3,500,0.01,No
HMX2,3,3,500,0.01,No
HNMT,3,3,500,0.01,No
HNRNPA1,3,3,500,0.01,No
HNRNPA2B1,3,3,500,0.01,Yes
HNRNPAB,3,3,500,0.01,No
HNRNPH1,3,3,500,0.01,No
TLX1,3,3,500,0.01,Yes
TLX2,3,3,500,0.01,No
HOXA7,3,3,500,0.01,No
HOXC6,3,3,500,0.01,No
HOXD1,3,3,500,0.01,No
HOXD12,3,3,500,0.01,No
AGFG2,3,3,500,0.01,No
HSD17B1,3,3,500,0.01,No
HSD17B3,3,3,500,0.01,No
HSD17B4,3,3,500,0.01,No
HSF2,3,3,500,0.01,No
HSF4,3,3,500,0.01,No
HSPA6,3,3,500,0.01,No
HSPB2,3,3,500,0.01,No
HTR7,3,3,500,0.01,No
ICA1,3,3,500,0.01,No
ICAM4,3,3,500,0.01,No
IDH3G,3,3,500,0.01,No
IFI27,3,3,500,0.01,No
IFNA4,3,3,500,0.01,No
IFNG,3,3,500,0.01,No
IGFBP6,3,3,500,0.01,No
RBPJ,3,3,500,0.01,No
IHH,3,3,500,0.01,No
IL1RAP,3,3,500,0.01,No
IL5,3,3,500,0.01,No
IL5RA,3,3,500,0.01,No
IL17A,3,3,500,0.01,No
IMPA2,3,3,500,0.01,No
IMPDH1,3,3,500,0.01,No
IDO1,3,3,500,0.01,No
ING2,3,3,500,0.01,No
INSL4,4,3,500,0.01,No
INSR,3,3,500,0.01,Yes
PDX1,3,3,500,0.01,No
IRAK1,3,3,500,0.01,No
ITGA6,3,3,500,0.01,No
IRF6,3,3,500,0.01,No
IRF7,3,3,500,0.01,No
ISL1,3,3,500,0.01,No
ITK,3,3,500,0.01,Yes
STT3A,3,3,500,0.01,No
ITPK1,3,3,500,0.01,No
JUND,4,3,500,0.01,No
ANOS1,3,3,500,0.01,No
KCNA10,3,3,500,0.01,No
KCNJ3,4,3,500,0.01,No
KCNJ9,3,3,500,0.01,No
KCNK1,3,3,500,0.01,No
KCNK2,3,3,500,0.01,No
KHK,3,3,500,0.01,No
KIR2DL3,3,3,500,0.01,No
KIR2DL4,3,3,500,0.01,No
KLKB1,3,3,500,0.01,No
KLRC3,3,3,500,0.01,No
KLC1,3,3,500,0.01,No
KPNA1,3,3,500,0.01,No
KRT2,3,3,500,0.01,No
KRT3,3,3,500,0.01,No
KRT6A,5,3,500,0.01,No
KRT15,3,3,500,0.01,No
KRT32,3,3,500,0.01,No
KRT33B,5,3,500,0.01,No
KRT35,4,3,500,0.01,No
KRT81,3,3,500,0.01,No
LAIR2,3,3,500,0.01,No
LCN1,3,3,500,0.01,No
LCP1,3,3,500,0.01,Yes
LGALS8,3,3,500,0.01,No
LHX1,3,3,500,0.01,No
ABLIM1,3,3,500,0.01,No
LIPA,5,3,500,0.01,No
LMX1A,3,3,500,0.01,No
LOXL1,3,3,500,0.01,No
LPL,3,3,500,0.01,No
LRMP,10,3,500,0.01,No
LTA,3,3,500,0.01,No
LUM,3,3,500,0.01,No
LYZ,6,3,500,0.01,No
TM4SF1,4,3,500,0.01,No
MARCKS,3,3,500,0.01,No
SMAD7,3,3,500,0.01,No
SMAD9,3,3,500,0.01,No
MAGEA11,3,3,500,0.01,No
MAN2A2,3,3,500,0.01,No
MAP4,3,3,500,0.01,No
MAS1,3,3,500,0.01,No
MAT1A,3,3,500,0.01,No
MC2R,3,3,500,0.01,No
CHST6,5,3,500,0.01,No
MCM2,3,3,500,0.01,No
MCM5,3,3,500,0.01,No
CD46,4,3,500,0.01,No
MDM2,3,3,500,0.01,Yes
MDM4,3,3,500,0.01,Yes
MEIS2,4,3,500,0.01,No
MEOX1,3,3,500,0.01,No
MEP1A,3,3,500,0.01,No
MEP1B,4,3,500,0.01,No
METTL1,3,3,500,0.01,No
MFAP1,3,3,500,0.01,No
MFAP2,3,3,500,0.01,No
MELTF,3,3,500,0.01,No
KITLG,3,3,500,0.01,No
MGST1,3,3,500,0.01,No
MIPEP,3,3,500,0.01,No
MLLT1,3,3,500,0.01,Yes
MMP1,3,3,500,0.01,No
MMP8,3,3,500,0.01,No
ALDH6A1,3,3,500,0.01,No
MNAT1,3,3,500,0.01,No
MOBP,3,3,500,0.01,No
MPG,3,3,500,0.01,No
MPI,3,3,500,0.01,No
MPL,3,3,500,0.01,Yes
MPST,3,3,500,0.01,No
MSX1,3,3,500,0.01,No
MTHFR,3,3,500,0.01,No
MTNR1A,3,3,500,0.01,No
MTRR,3,3,500,0.01,No
MTX1,3,3,500,0.01,No
MMUT,3,3,500,0.01,No
MX2,3,3,500,0.01,No
MYB,3,3,500,0.01,Yes
MYCN,3,3,500,0.01,Yes
MYL1,3,3,500,0.01,No
MYO1C,3,3,500,0.01,No
NAB1,4,3,500,0.01,No
NAGA,3,3,500,0.01,No
NAGLU,3,3,500,0.01,No
NAP1L4,3,3,500,0.01,No
NCF2,3,3,500,0.01,No
NDUFB8,3,3,500,0.01,No
NDUFV1,3,3,500,0.01,No
NEU1,3,3,500,0.01,No
NEUROD2,3,3,500,0.01,No
NEUROG1,3,3,500,0.01,No
NF2,3,3,500,0.01,Yes
NFIA,3,3,500,0.01,No
NFE2,4,3,500,0.01,Yes
NFKB2,4,3,500,0.01,Yes
NFKBIE,3,3,500,0.01,Yes
NFKBIL1,3,3,500,0.01,No
NKG7,3,3,500,0.01,No
NKX3-1,3,3,500,0.01,Yes
NMBR,3,3,500,0.01,No
NMT1,3,3,500,0.01,No
NNMT,4,3,500,0.01,No
CNOT2,3,3,500,0.01,No
NPAS2,3,3,500,0.01,No
NPR3,4,3,500,0.01,No
NTS,3,3,500,0.01,No
NUCB1,3,3,500,0.01,No
NUP88,3,3,500,0.01,No
ODC1,3,3,500,0.01,No
ODF1,3,3,500,0.01,No
OPHN1,4,3,500,0.01,No
ORC2,3,3,500,0.01,No
ORC4,3,3,500,0.01,No
SLC22A18,4,3,500,0.01,No
OSBP,3,3,500,0.01,No
OTX1,3,3,500,0.01,No
P2RY4,3,3,500,0.01,No
PAEP,3,3,500,0.01,No
PAFAH1B1,3,3,500,0.01,No
PAK1,3,3,500,0.01,Yes
PALM,3,3,500,0.01,No
PAX5,3,3,500,0.01,Yes
PBX2,3,3,500,0.01,No
PCBP1,4,3,500,0.01,Yes
PCCB,3,3,500,0.01,No
PCDHGC3,3,3,500,0.01,No
SERPINA5,3,3,500,0.01,No
PCMT1,3,3,500,0.01,No
CDK17,3,3,500,0.01,No
PDC,3,3,500,0.01,No
PDE8A,3,3,500,0.01,No
PDE1B,3,3,500,0.01,No
PDHA1,3,3,500,0.01,No
PDK2,3,3,500,0.01,No
PDK3,3,3,500,0.01,No
PDZK1,3,3,500,0.01,No
PEX1,3,3,500,0.01,No
PFKP,4,3,500,0.01,No
PGD,3,3,500,0.01,No
PGGT1B,3,3,500,0.01,No
PGM3,3,3,500,0.01,No
PHKA1,4,3,500,0.01,No
PI3,3,3,500,0.01,No
PIP,3,3,500,0.01,No
PLAGL2,3,3,500,0.01,No
PLCB2,3,3,500,0.01,No
PLCD1,3,3,500,0.01,No
PLD1,3,3,500,0.01,No
PLK1,3,3,500,0.01,No
PLOD1,3,3,500,0.01,No
PMCH,3,3,500,0.01,No
EXOSC9,3,3,500,0.01,No
PNLIP,3,3,500,0.01,No
PNLIPRP1,3,3,500,0.01,No
POMC,3,3,500,0.01,No
PON3,3,3,500,0.01,No
POU2AF1,4,3,500,0.01,Yes
POU2F2,3,3,500,0.01,No
POU4F1,3,3,500,0.01,No
PPARG,4,3,500,0.01,Yes
PPAT,3,3,500,0.01,No
PPBP,3,3,500,0.01,No
PPEF1,3,3,500,0.01,No
PPP1R1A,3,3,500,0.01,No
PPP1R8,3,3,500,0.01,No
PPP2R2A,3,3,500,0.01,Yes
PPP2R2B,3,3,500,0.01,No
PPP2R5A,3,3,500,0.01,No
PPP2R5B,3,3,500,0.01,No
PPP2R5D,3,3,500,0.01,No
PPP2R5E,3,3,500,0.01,No
PPP3CB,3,3,500,0.01,No
PPY,3,3,500,0.01,No
PRCP,3,3,500,0.01,No
PRF1,3,3,500,0.01,Yes
PRKACG,3,3,500,0.01,No
PRKAR1A,3,3,500,0.01,Yes
PRKAR2B,3,3,500,0.01,No
MAPK1,3,3,500,0.01,Yes
MAPK9,3,3,500,0.01,No
MAP2K3,3,3,500,0.01,No
MAP2K7,4,3,500,0.01,No
PRODH,4,3,500,0.01,No
PROP1,3,3,500,0.01,No
PRSS1,3,3,500,0.01,Yes
HTRA1,3,3,500,0.01,No
KLK10,4,3,500,0.01,No
PSEN2,3,3,500,0.01,No
PSG7,3,3,500,0.01,No
PSMC4,3,3,500,0.01,No
PSMD2,3,3,500,0.01,No
PSMD11,3,3,500,0.01,No
PSPH,3,3,500,0.01,No
PTBP1,4,3,500,0.01,No
PTGER1,4,3,500,0.01,No
PTGER3,4,3,500,0.01,No
PTH1R,3,3,500,0.01,No
PTPN6,3,3,500,0.01,Yes
PURA,3,3,500,0.01,No
PVR,3,3,500,0.01,No
PCYT2,3,3,500,0.01,No
RAB1A,3,3,500,0.01,No
RAC1,3,3,500,0.01,Yes
RAD21,3,3,500,0.01,Yes
MOK,3,3,500,0.01,No
RAD51D,3,3,500,0.01,Yes
RAP2B,3,3,500,0.01,No
RARB,4,3,500,0.01,No
RBBP5,3,3,500,0.01,No
RCN1,3,3,500,0.01,No
RCVRN,3,3,500,0.01,No
RDH5,3,3,500,0.01,No
RDX,3,3,500,0.01,No
RECQL,3,3,500,0.01,Yes
RELB,3,3,500,0.01,No
RFC4,3,3,500,0.01,No
RGS4,3,3,500,0.01,No
RHAG,4,3,500,0.01,No
RIT2,3,3,500,0.01,No
RIT1,3,3,500,0.01,Yes
ABCE1,3,3,500,0.01,No
RORC,3,3,500,0.01,No
RPE65,4,3,500,0.01,No
RPL11,3,3,500,0.01,No
RPL23A,3,3,500,0.01,No
RPN2,4,3,500,0.01,No
RPS19,3,3,500,0.01,No
RRM2,3,3,500,0.01,No
RTKN,3,3,500,0.01,No
RYK,3,3,500,0.01,No
SC5D,3,3,500,0.01,No
SCML1,3,3,500,0.01,No
SDHA,3,3,500,0.01,Yes
SELPLG,3,3,500,0.01,No
SFRP1,4,3,500,0.01,Yes
SFRP2,3,3,500,0.01,Yes
SFTPD,3,3,500,0.01,No
SGCA,3,3,500,0.01,No
SGCG,3,3,500,0.01,No
SH3GL1,3,3,500,0.01,Yes
SH3GL2,3,3,500,0.01,No
SH3GL3,3,3,500,0.01,No
SHH,3,3,500,0.01,No
SHOX2,3,3,500,0.01,No
ST3GAL2,4,3,500,0.01,No
PMEL,3,3,500,0.01,No
SLC1A2,3,3,500,0.01,Yes
SLC2A1,3,3,500,0.01,No
SLC2A2,3,3,500,0.01,No
SLC2A4,4,3,500,0.01,No
SLC6A4,3,3,500,0.01,No
SLC7A4,4,3,500,0.01,No
SLC9A1,3,3,500,0.01,No
SLC14A1,3,3,500,0.01,No
SLC16A2,3,3,500,0.01,No
SLC20A1,3,3,500,0.01,No
SLC20A2,3,3,500,0.01,No
SLC22A1,3,3,500,0.01,No
SLC22A3,3,3,500,0.01,No
SLC22A4,3,3,500,0.01,No
SLPI,3,3,500,0.01,No
SMARCC1,3,3,500,0.01,No
SMARCD1,4,3,500,0.01,Yes
SMARCD2,3,3,500,0.01,No
SMARCE1,3,3,500,0.01,Yes
SMPD2,3,3,500,0.01,No
SMS,3,3,500,0.01,No
SNCA,3,3,500,0.01,No
SNRNP70,3,3,500,0.01,No
SNX2,3,3,500,0.01,No
SOAT1,3,3,500,0.01,No
SOX3,3,3,500,0.01,No
UAP1,3,3,500,0.01,No
SPAG4,3,3,500,0.01,No
SPRR2G,3,3,500,0.01,No
SRC,3,3,500,0.01,Yes
SRP14,3,3,500,0.01,No
SSB,3,3,500,0.01,No
SS18,3,3,500,0.01,Yes
ST14,3,3,500,0.01,No
STAT2,3,3,500,0.01,Yes
STAU1,3,3,500,0.01,No
HSPA13,3,3,500,0.01,No
STK3,3,3,500,0.01,No
STK11,3,3,500,0.01,Yes
AURKC,3,3,500,0.01,No
SULT2B1,3,3,500,0.01,No
SUPV3L1,3,3,500,0.01,No
MED22,3,3,500,0.01,No
SURF6,3,3,500,0.01,No
SYK,3,3,500,0.01,Yes
ADAM17,3,3,500,0.01,No
TACR1,3,3,500,0.01,No
TADA2A,3,3,500,0.01,No
TAF2,3,3,500,0.01,No
TAF5,3,3,500,0.01,No
TALDO1,4,3,500,0.01,No
TBX1,3,3,500,0.01,No
TBCD,3,3,500,0.01,No
TBP,3,3,500,0.01,No
TBXA2R,3,3,500,0.01,No
TBXAS1,3,3,500,0.01,No
TCF3,3,3,500,0.01,Yes
TCF19,3,3,500,0.01,No
MLX,3,3,500,0.01,No
TCN1,3,3,500,0.01,No
TDO2,3,3,500,0.01,No
TEAD3,3,3,500,0.01,No
TESK1,3,3,500,0.01,No
NR2F2,3,3,500,0.01,No
TFF3,3,3,500,0.01,No
TFR2,3,3,500,0.01,No
TGFB1,3,3,500,0.01,No
TGFB3,3,3,500,0.01,No
TGFBR1,3,3,500,0.01,Yes
THBD,4,3,500,0.01,No
TIMP1,4,3,500,0.01,No
TLR3,3,3,500,0.01,No
TLR5,5,3,500,0.01,No
TNFRSF1A,3,3,500,0.01,No
TNFRSF1B,3,3,500,0.01,No
TNNT2,3,3,500,0.01,No
TPD52L1,3,3,500,0.01,No
TRAF5,3,3,500,0.01,Yes
TRPC1,3,3,500,0.01,No
TUBG1,3,3,500,0.01,No
TULP3,4,3,500,0.01,No
UBA7,3,3,500,0.01,No
UBP1,3,3,500,0.01,No
UGT2B7,3,3,500,0.01,No
UGT2B17,3,3,500,0.01,No
UPK3A,3,3,500,0.01,No
UTY,3,3,500,0.01,No
VLDLR,3,3,500,0.01,No
BEST1,3,3,500,0.01,No
VRK2,3,3,500,0.01,No
WARS,3,3,500,0.01,No
WIPF1,3,3,500,0.01,No
LAT2,4,3,500,0.01,No
WNT5A,3,3,500,0.01,No
XRCC1,3,3,500,0.01,No
XRCC3,3,3,500,0.01,No
YY1,3,3,500,0.01,Yes
ZBTB14,3,3,500,0.01,No
ZIC3,3,3,500,0.01,No
ZNF10,3,3,500,0.01,No
ZNF18,3,3,500,0.01,No
ZNF28,3,3,500,0.01,No
ZNF35,3,3,500,0.01,No
ZNF74,4,3,500,0.01,No
ZNF221,3,3,500,0.01,No
ZNF131,3,3,500,0.01,No
ZNF136,4,3,500,0.01,No
ZNF143,3,3,500,0.01,No
TRIM25,3,3,500,0.01,No
VEZF1,3,3,500,0.01,No
ZNF165,3,3,500,0.01,No
ZNF175,3,3,500,0.01,No
ZNF177,3,3,500,0.01,No
ZNF184,3,3,500,0.01,No
ZNF185,4,3,500,0.01,No
ZKSCAN8,3,3,500,0.01,No
ZNF202,3,3,500,0.01,No
ZNF207,3,3,500,0.01,No
ZNF213,3,3,500,0.01,No
ZNF223,3,3,500,0.01,No
SLC30A1,3,3,500,0.01,No
ZP3,3,3,500,0.01,No
IFRD2,3,3,500,0.01,No
MAPKAPK3,3,3,500,0.01,No
HSD17B8,3,3,500,0.01,No
NELFE,3,3,500,0.01,No
PLA2G7,3,3,500,0.01,No
MTERF1,3,3,500,0.01,No
SEM1,3,3,500,0.01,No
CCDC6,3,3,500,0.01,Yes
SHOC2,3,3,500,0.01,Yes
RASSF7,3,3,500,0.01,No
FGF23,3,3,500,0.01,Yes
MFAP5,3,3,500,0.01,No
ALX1,3,3,500,0.01,No
ZNF239,3,3,500,0.01,No
PUDP,3,3,500,0.01,No
USP11,3,3,500,0.01,No
TMEM187,3,3,500,0.01,No
LAGE3,3,3,500,0.01,No
PICALM,4,3,500,0.01,Yes
AXIN1,3,3,500,0.01,Yes
BRAP,3,3,500,0.01,No
FZD9,3,3,500,0.01,No
HIST1H2AB,3,3,500,0.01,No
HIST1H3A,3,3,500,0.01,Yes
HIST1H3I,3,3,500,0.01,Yes
HIST1H4D,3,3,500,0.01,No
HIST1H4C,3,3,500,0.01,No
ANXA9,3,3,500,0.01,No
RAD54L,3,3,500,0.01,Yes
TPST2,3,3,500,0.01,No
GPR65,3,3,500,0.01,No
SEMA7A,3,3,500,0.01,No
PRSS12,3,3,500,0.01,No
PPM1D,3,3,500,0.01,Yes
PPFIBP2,3,3,500,0.01,No
PPFIA1,3,3,500,0.01,No
SLC43A1,3,3,500,0.01,No
GAS7,4,3,500,0.01,Yes
BCAS1,3,3,500,0.01,No
AGPS,3,3,500,0.01,No
FCN3,3,3,500,0.01,No
MAPKAPK5,3,3,500,0.01,No
CDC14A,3,3,500,0.01,No
DEGS1,3,3,500,0.01,No
THOC5,3,3,500,0.01,No
RRP1,3,3,500,0.01,No
PLA2G4C,3,3,500,0.01,No
PLPP1,3,3,500,0.01,No
PLPP2,3,3,500,0.01,No
STC2,3,3,500,0.01,No
HSD17B6,3,3,500,0.01,No
SKAP1,3,3,500,0.01,No
RNASET2,3,3,500,0.01,No
KCNK5,3,3,500,0.01,No
NUMB,3,3,500,0.01,No
EIF3B,4,3,500,0.01,No
EIF3C,3,3,500,0.01,No
BECN1,3,3,500,0.01,No
KRT38,4,3,500,0.01,No
KRT37,3,3,500,0.01,No
PAGE1,3,3,500,0.01,No
TNFRSF25,4,3,500,0.01,No
TNFSF9,3,3,500,0.01,No
ADAM15,3,3,500,0.01,No
RIPK2,3,3,500,0.01,No
RIOK3,3,3,500,0.01,No
DYRK4,3,3,500,0.01,No
SUCLA2,3,3,500,0.01,No
IL18RAP,3,3,500,0.01,No
CDKL1,3,3,500,0.01,No
FGF18,3,3,500,0.01,No
ALDH1A2,3,3,500,0.01,No
EIF2B4,3,3,500,0.01,No
MTMR2,3,3,500,0.01,No
TOP3B,3,3,500,0.01,No
CHRNA6,3,3,500,0.01,No
TNFSF18,3,3,500,0.01,No
NOL3,3,3,500,0.01,No
F2RL3,3,3,500,0.01,No
HIP1R,3,3,500,0.01,No
GPRC5A,3,3,500,0.01,No
